origin,Beijing,Tianjin,Shijiazhuang,Tangshan,Qinhuangdao,Handan,Xingtai,Baoding,Zhangjiakou,Chengde,Cangzhou,Langfang,Hengshui,Taiyuan,Datong,Yangquan,Changzhi,Jincheng,Shuozhou,Jinzhong,Yuncheng,Xinzhou,Linfen,Luliang,Hohhot,Baotou,Wuhai,Chifeng,Tongliao,Erdos,Hulunbeir,Bayannaoer,Ulanchabu,Shenyang,Dalian,Anshan,Fushun,Benxi,Dandong,Jinzhou,Yingkou,Fuxin,Liaoyang,Panjin,Tieling,Chaoyang,Huludao,Changchun,Jilin,Siping,Liaoyuan,Tonghua,Baishan,Baicheng,Harbin,Qiqihar,Jixi,Hegang,Shuangyashan,Daqing,Yichun1,Jiamusi,Qitaihe,Mudanjiang,Heihe,Shanghai,Nanjing,Wuxi,Xuzhou,Changzhou,Suzhou1,Nantong,Lianyungang,Huaian,Yancheng,Yangzhou,Zhenjiang,Taizhou4,Suqian,Hangzhou,Ningbo,Wenzhou,Jiaxing,Huzhou,Shaoxing,Jinhua,Quzhou,Zhoushan,Taizhou2,Lishui,Hefei,Wuhu,Bengbu,Huainan,Maanshan,Huaibei,Tongling,Anqing,Huangshan,Chuzhou,Fuyang,Suzhou4,Liuan,Bozhou,Chizhou,Xuancheng,Fuzhou2,Xiamen,Putian,Sanming,Quanzhou,Zhangzhou,Nanping,Longyan,Ningde,Nanchang,Jingdezhen,Pingxiang,Jiujiang,Xinyu,Yingtan,Ganzhou,JiAn,Yichun2,Fuzhou3,Shangrao,JiNan,Qingdao,Zibo,Zaozhuang,Dongying,Yantai,Weifang,Jining,Taian,Weihai,Rizhao,Laiwu,Linyi,Dezhou,Liaocheng,Binzhou,Heze,Zhengzhou,Kaifeng,Luoyang,Pingdingshan,Anyang,Hebi,Xinxiang,Jiaozuo,Puyang,Xuchang,Luohe,Sanmenxia,Nanyang,Shangqiu,Xinyang,Zhoukou,Zhumadian,Wuhan,Huangshi,Shiyan,Yichang,Xiangfan,Ezhou,Jingmen,Xiaogan,Jingzhou,Huanggang,Xianning,Suizhou,Changsha,Zhuzhou,Xiangtan,Hengyang,Shaoyang,Yueyang,Changde,Zhangjiajie,Yiyang,Chenzhou,Yongzhou,Huaihua,Loudi,Guangzhou,Shaoguan,Shenzhen,Zhuhai,Shantou,Foshan,Jiangmen,Zhanjiang,Maoming,Zhaoqing,Huizhou,Meizhou,Shanwei,Heyuan,Yangjiang,Qingyuan,Dongguan,Zhongshan,Jieyang,Nanning,Liuzhou,Guilin,Wuzhou,Beihai,Fangchenggang,Qinzhou,Guigang,Yulin4,Baise,Hezhou,Hechi,Laibin,Chongzuo,Haikou,Sanya,Chongqing,Chengdu,Zigong,Panzhihua,Luzhou,Deyang,Mianyang,Guangyuan,Suining,Neijiang,Leshan,Nanchong,Meishan,Yibin,GuangAn,Dazhou,Yaan,Bazhong,Ziyang,Guiyang,Zunyi,Kunming,Qujing,Yuxi,Baoshan,Zhaotong,Lijiang,Simao,Lincang,XiAn,Tongchuan,Baoji,Xianyang,Weinan,YanAn,Hanzhong,Yulin2,Ankang,Shangluo,Lanzhou,Jiayuguan,Jinchang,Baiyin,Tianshui,Wuwei,Zhangye,Pingliang,Jiuquan,Qingyang,Dingxi,Longnan,Xining,Yinchuan,Shizuishan,Wuzhong,Guyuan,Zhongwei,Urumqi,Karamay
Baoji,12.911,12.976,10.734,14.115,15.439,9.693,10.265,11.883,13.46,15.026,12.397,12.966,11.735,8.327,11.118,9.301,8.213,7.307,10.823,8.401,5.27,9.262,6.45,8.157,11.475,10.206,10.444,17.266,20.064,9.366,27.541,11.697,12.391,18.787,20.717,18.736,19.652,19.621,20.469,17.107,18.492,18.279,19.573,17.9,19.712,17.329,17.095,21.454,22.291,20.928,20.931,21.118,21.859,22.741,23.815,23.925,27.226,27.823,29.026,24.644,27.51,27.189,28.133,25.836,29.557,16.005,13.413,14.602,11.543,14.594,15.706,15.401,12.705,12.971,14.026,14.068,15.196,14.58,12.572,15.529,17.359,19.424,16.336,15.479,16.376,16.468,16.056,18.925,19.711,18.326,12.328,13.332,11.66,12.283,13.067,12.089,14.513,13.432,15.071,13.061,10.754,10.846,10.926,9.807,15.505,13.891,19.481,21.542,21.047,18.421,20.537,20.638,17.765,19.498,19.797,13.821,13.545,13.496,12.251,14.627,15.24,17.478,15.309,14.279,15.3,16.162,11.747,14.213,12.691,11.567,13.59,15.874,13.983,10.391,12.14,17.348,13.003,12.241,12.559,11.881,10.471,13.193,10.034,8.392,9.019,6.321,7.31,9.157,9.253,7.999,7.378,9.686,8.423,8.209,5.235,7.816,9.392,8.589,8.887,8.905,9.998,11.33,6.188,10.482,7.606,10.697,8.679,9.951,9.58,11.518,11.184,8.618,12.332,13.264,12.806,13.859,13.485,10.924,10.789,12.555,11.674,15.393,14.39,13.986,13.221,19.77,17.678,20.388,21.124,21.335,20.03,20.7,22.871,22.455,19.81,19.938,19.655,22.733,19.541,21.603,19.672,20.22,20.719,20.757,20.978,18.536,17.197,19.847,22.421,22.759,21.341,20.301,20.903,20.589,18.625,20.004,19.641,22.421,26.651,30.458,9.665,9.657,10.981,18.213,12.101,8.931,8.485,6.99,9.465,11.045,10.857,8.966,11.316,11.468,9.944,7.916,10.939,8.239,10.38,15.31,14.169,18.194,17.654,19.573,23.716,14.312,24.099,21.048,23.651,3.05,3.377,0.0,2.506,3.637,5.706,5.286,7.78,5.907,3.923,5.703,13.251,9.216,7.333,3.355,9.004,11.532,4.779,12.944,4.468,4.949,5.663,8.326,8.631,10.277,8.043,6.638,8.757,24.231,27.015
Xianyang,10.56,10.625,8.383,11.764,13.088,7.342,7.914,9.532,11.109,12.675,10.046,10.615,9.388,5.976,8.767,6.95,5.862,4.956,8.472,6.05,2.923,6.911,4.099,5.737,9.055,7.786,8.351,14.915,17.713,6.945,25.191,9.603,10.04,16.436,18.366,16.385,17.301,17.27,18.118,14.756,16.141,15.928,17.222,15.549,17.362,14.978,14.744,19.103,19.94,18.577,18.58,18.767,19.508,20.39,21.464,21.574,24.875,25.472,26.675,22.293,25.159,24.838,25.782,23.485,27.206,13.658,11.066,12.255,9.196,12.247,13.379,13.054,10.359,10.624,11.679,11.721,12.85,12.233,10.226,13.271,15.048,17.166,13.984,13.221,14.118,14.21,13.798,16.607,17.453,16.068,10.07,11.073,9.314,9.936,10.809,9.743,12.255,11.173,12.813,10.714,8.447,8.499,8.667,7.46,13.247,11.633,17.223,19.284,18.789,16.163,18.278,18.38,15.507,17.24,17.539,11.563,11.286,11.238,9.993,12.369,12.981,15.22,13.051,12.021,13.042,13.903,9.4,11.866,10.345,9.221,11.244,13.527,11.636,8.045,9.793,15.001,10.656,9.894,10.212,9.534,8.125,10.847,7.687,6.045,6.672,3.974,4.963,6.811,6.907,5.652,5.031,7.339,6.076,5.863,2.888,5.558,7.045,6.331,6.541,6.647,7.74,9.072,3.929,8.224,5.348,8.439,6.421,7.693,7.322,9.26,8.925,6.359,10.074,11.006,10.547,11.601,11.227,8.666,8.531,10.297,9.416,13.134,12.131,11.728,10.963,17.512,15.42,18.13,18.866,19.077,17.772,18.442,20.613,20.197,17.551,17.68,17.397,20.475,17.283,19.344,17.414,17.962,18.461,18.499,18.72,16.278,14.939,17.589,20.163,20.501,19.083,18.043,18.645,18.657,16.367,18.072,17.383,20.163,24.393,28.2,7.408,7.692,9.028,16.247,10.17,6.966,6.52,4.901,7.534,9.113,8.892,7.034,9.351,9.536,7.961,5.659,8.974,6.151,8.45,13.378,12.091,16.263,15.722,17.641,21.784,12.381,22.167,19.117,21.72,0.792,0.957,2.506,0.0,1.291,3.286,3.197,5.36,3.649,1.665,5.35,12.898,8.863,6.98,4.379,8.651,11.179,2.734,12.591,2.423,4.743,6.869,7.973,6.538,8.184,5.998,4.592,6.712,23.878,26.662
Weinan,10.146,10.211,7.969,11.351,12.675,6.741,7.362,9.119,10.695,12.261,9.633,10.201,8.692,5.563,8.354,6.537,5.289,4.459,8.059,5.636,2.204,6.497,3.685,5.517,9.412,8.143,8.708,14.501,17.299,7.303,24.777,9.961,9.626,16.022,17.952,15.972,16.887,16.857,17.705,14.342,15.728,15.515,16.809,15.135,16.948,14.564,14.33,18.69,19.526,18.163,18.167,18.353,19.095,19.976,21.05,21.161,24.461,25.058,26.261,21.879,24.745,24.425,25.369,23.072,26.792,12.939,10.347,11.537,8.477,11.529,12.66,12.335,9.64,9.905,10.96,11.002,12.131,11.514,9.507,12.783,14.363,16.676,13.265,12.718,13.628,14.15,13.737,15.903,16.963,16.007,9.971,10.963,8.595,9.217,10.561,9.024,12.177,11.113,12.752,9.995,7.728,7.781,8.565,6.741,13.187,11.522,17.162,19.223,18.728,16.103,18.218,18.319,15.446,17.18,17.478,11.502,11.226,11.177,9.933,12.309,12.921,15.159,12.991,11.961,12.981,13.843,8.681,11.147,9.626,8.502,10.525,12.808,10.917,7.326,9.075,14.282,9.937,9.175,9.493,8.816,7.406,10.128,6.968,5.326,5.953,3.256,4.244,6.092,6.188,4.934,4.313,6.621,5.357,5.144,2.169,5.498,6.326,6.27,5.822,6.015,7.679,9.011,3.869,8.163,5.287,8.378,6.36,7.632,7.261,9.2,8.865,6.299,10.013,10.946,10.487,11.541,11.167,8.605,8.47,10.236,9.355,13.074,12.071,11.667,10.902,17.451,15.359,18.07,18.805,19.016,17.711,18.381,20.552,20.136,17.491,17.619,17.336,20.414,17.222,19.284,17.354,17.901,18.401,18.438,18.659,16.217,14.878,17.529,20.102,20.441,19.022,17.982,18.585,19.502,16.306,18.449,17.323,20.102,24.332,28.14,8.145,8.637,9.973,17.193,11.115,7.911,7.465,5.846,8.479,10.058,9.837,7.98,10.296,10.482,8.739,6.396,9.919,7.096,9.396,14.207,12.828,17.208,16.668,18.586,22.729,13.326,23.113,20.062,22.665,1.326,1.315,3.637,1.291,0.0,3.643,4.142,5.717,4.386,1.604,6.279,13.828,9.793,7.909,5.51,9.58,12.108,3.663,13.521,3.352,5.673,7.815,8.902,6.895,8.541,6.887,5.522,7.641,24.807,27.591
YanAn,9.111,9.176,6.934,10.315,11.64,6.893,6.465,8.084,9.395,11.226,8.598,9.166,8.035,4.528,7.318,5.501,5.562,5.527,7.024,4.601,4.175,5.462,3.901,3.318,6.568,5.299,5.864,13.466,16.264,4.459,22.885,7.117,7.734,14.987,16.917,14.937,15.852,15.822,16.67,13.307,14.693,14.48,15.774,14.1,15.913,13.529,13.295,17.654,18.491,17.128,17.132,17.318,18.06,18.085,20.015,19.269,23.426,24.023,25.226,20.844,23.71,23.39,24.334,22.037,25.757,15.311,12.74,13.93,10.388,13.922,15.054,14.246,11.551,11.816,12.871,13.395,14.524,13.57,11.418,15.176,16.756,19.069,15.658,15.112,16.021,16.987,16.574,18.297,19.357,18.82,12.378,13.363,10.988,11.611,12.955,11.044,14.593,13.612,15.274,12.389,10.122,10.012,10.989,9.011,15.686,13.923,20.0,22.061,21.566,18.94,21.055,21.157,18.284,20.017,20.316,14.34,14.063,14.015,12.77,15.146,15.758,17.997,15.828,14.798,15.819,16.68,8.87,11.949,9.726,10.347,10.546,13.006,11.017,9.171,9.759,14.48,11.745,9.696,11.307,8.696,8.103,10.149,8.813,7.318,8.026,5.648,6.683,6.913,7.688,6.434,5.782,8.1,7.718,7.583,4.783,8.335,8.237,9.019,8.261,8.454,10.517,11.849,6.706,11.001,8.124,11.216,9.198,10.47,10.099,12.037,11.702,9.136,12.851,13.783,13.324,14.378,14.004,11.442,11.308,13.074,12.193,15.911,14.908,14.505,13.74,20.289,18.197,20.907,21.643,21.854,20.549,21.219,23.39,22.974,20.328,20.457,20.174,23.252,20.06,22.121,20.191,20.739,21.238,21.275,21.497,19.055,17.716,20.366,22.939,23.278,21.86,20.82,21.422,21.724,19.144,21.136,20.16,22.94,27.17,30.977,10.38,10.81,12.147,19.366,13.289,10.085,9.639,8.02,10.652,12.232,12.01,10.153,12.469,12.655,10.975,8.631,12.093,9.269,11.569,16.442,15.063,19.382,18.841,20.76,24.903,15.499,25.286,22.235,24.839,3.5,2.465,5.706,3.286,3.643,0.0,6.316,2.873,6.621,4.441,7.122,12.265,8.23,7.323,7.579,8.167,10.61,4.506,11.958,3.215,6.515,9.988,9.471,4.051,5.697,4.081,5.635,5.594,23.245,26.029
Hanzhong,13.42,13.486,11.244,14.625,15.949,10.203,10.774,12.393,13.969,15.536,12.907,13.476,12.245,8.837,11.628,9.811,8.723,7.817,11.333,8.911,5.775,9.771,6.959,8.742,12.085,10.816,11.381,17.776,20.573,9.976,28.051,12.634,12.9,19.297,21.226,19.246,20.162,20.131,20.979,17.616,19.002,18.789,20.083,18.409,20.222,17.839,17.605,21.964,22.801,21.438,21.441,21.628,22.369,23.251,24.325,24.435,27.736,28.333,29.536,25.153,28.019,27.699,28.643,26.346,30.067,16.345,13.769,14.907,12.047,15.016,15.925,15.844,13.21,13.475,14.531,14.559,15.68,15.071,13.077,15.676,17.506,18.812,16.524,15.626,16.522,15.822,15.409,19.07,19.2,17.679,12.475,13.478,12.165,12.465,13.214,12.594,14.66,12.785,14.425,13.566,10.901,11.351,11.072,10.312,14.859,14.038,18.835,20.852,20.357,17.775,19.847,19.941,17.119,18.802,19.151,13.175,12.898,12.693,11.605,13.838,14.593,16.688,14.52,13.48,14.654,15.515,12.252,14.718,13.196,12.072,14.095,16.379,14.488,10.896,12.645,17.853,13.508,12.745,13.063,12.386,10.976,13.698,10.539,8.897,9.524,6.826,7.815,9.662,9.758,8.504,7.883,10.191,8.927,8.714,5.739,8.169,9.897,8.736,9.392,9.052,9.352,10.684,6.133,8.858,6.921,10.051,7.888,9.304,8.782,10.872,10.537,7.971,11.483,12.416,11.957,13.011,12.637,10.08,9.94,11.089,10.825,14.544,13.541,12.027,12.372,18.921,16.829,19.54,20.275,20.638,19.181,19.851,20.253,21.561,18.961,19.089,18.958,21.884,18.751,20.754,18.824,19.372,19.871,20.06,16.778,16.407,16.349,18.999,19.233,18.958,17.626,18.247,18.601,16.006,17.777,15.42,17.328,18.304,23.918,27.725,6.32,5.04,6.376,13.596,7.518,4.314,3.868,2.249,4.882,6.461,6.24,4.383,6.699,6.885,5.36,4.571,6.322,3.499,5.799,10.727,9.586,13.611,13.071,14.989,19.132,9.729,19.516,16.465,19.068,3.538,3.987,5.286,3.197,4.142,6.316,0.0,8.39,3.28,4.402,6.265,13.813,9.778,7.895,3.912,9.566,12.094,5.809,13.506,5.498,5.511,3.971,8.888,9.568,11.214,9.073,7.668,9.787,24.793,27.577
Yulin2,7.521,7.662,5.668,8.801,10.125,6.324,5.799,6.494,6.994,9.637,7.282,7.577,6.808,3.4,5.114,4.437,5.376,5.985,4.884,3.924,5.659,3.595,4.88,1.896,4.166,2.898,5.3,11.791,14.002,2.057,20.484,5.315,5.333,13.473,15.402,13.422,14.338,14.307,15.155,11.793,13.178,12.965,14.259,12.585,14.398,11.94,11.781,16.14,16.977,15.614,15.617,15.804,16.545,15.683,18.501,16.867,21.912,22.509,23.712,18.851,22.196,21.875,22.819,20.522,24.002,15.67,13.276,14.42,10.756,14.458,15.589,14.429,11.332,12.187,13.121,13.843,15.033,13.938,11.786,15.712,17.184,19.605,16.087,15.647,16.557,17.72,17.828,18.725,19.892,19.348,12.988,13.969,11.584,12.22,13.49,11.411,15.202,14.222,15.884,12.924,10.732,10.38,11.599,9.379,16.296,14.528,21.284,23.345,22.85,20.224,22.34,22.441,19.568,21.301,21.6,15.624,15.312,15.57,14.054,16.622,17.043,19.473,17.304,16.354,17.103,17.965,8.102,11.181,8.958,9.974,9.457,12.238,10.25,9.127,8.991,13.712,10.967,8.928,10.543,7.481,7.422,9.386,8.842,7.685,8.394,6.671,7.706,6.604,7.496,6.8,6.134,7.804,8.192,8.358,6.136,9.413,8.605,10.042,8.916,9.229,12.072,13.338,8.78,13.047,10.169,12.771,11.244,12.025,12.145,13.355,13.258,10.484,14.659,15.41,15.023,16.297,16.05,13.323,13.354,15.12,14.239,17.775,16.954,16.551,15.786,21.916,19.824,22.534,23.27,23.138,22.176,22.846,25.436,25.02,21.955,22.084,21.458,24.879,21.536,23.748,21.818,22.366,22.865,22.56,23.543,21.101,19.762,22.412,24.986,25.324,23.906,22.866,23.468,23.798,21.19,23.21,22.206,24.986,29.216,33.023,12.454,12.885,14.221,21.44,15.363,12.159,11.713,10.094,12.727,14.306,14.084,12.227,14.543,14.729,13.049,10.705,14.167,11.344,13.643,18.516,17.137,21.456,20.915,22.834,26.977,17.574,27.36,24.31,26.913,5.574,4.46,7.78,5.36,5.717,2.873,8.39,0.0,8.696,6.516,7.112,12.048,8.013,7.106,9.666,7.95,10.392,6.512,11.741,5.222,7.944,12.062,9.253,3.833,5.48,3.864,6.589,5.376,23.027,25.812
Ankang,13.7,13.597,11.523,14.473,15.797,10.2,10.819,12.672,14.249,15.815,12.592,13.755,11.587,9.116,11.907,10.09,9.002,8.096,11.613,9.19,6.019,10.051,7.239,9.037,12.39,11.122,11.687,18.055,20.853,10.281,28.331,12.939,13.18,19.145,21.075,19.095,20.01,19.98,20.828,17.465,18.851,18.638,19.931,18.258,20.071,18.086,17.453,21.812,22.649,21.286,21.29,21.476,22.217,23.53,24.173,24.714,27.584,28.181,29.384,25.002,27.868,27.548,28.492,26.194,29.915,14.22,11.643,12.782,10.464,12.931,13.799,13.777,11.627,11.892,12.947,12.486,13.607,12.998,11.494,13.55,15.38,16.687,14.398,13.5,14.397,13.697,13.284,16.945,17.075,15.554,10.349,11.353,10.097,10.339,11.088,10.778,12.534,10.66,12.299,11.497,8.775,9.535,8.947,8.496,12.733,11.912,16.709,18.727,18.232,15.649,17.721,17.816,14.993,16.676,17.025,11.049,10.773,10.567,9.48,11.712,12.468,14.563,12.394,11.355,12.528,13.39,10.946,13.412,11.953,10.657,12.885,15.073,13.244,9.591,11.339,16.547,12.202,11.44,11.758,11.706,10.297,12.488,9.233,8.415,8.704,7.07,6.305,9.549,9.645,8.356,8.127,9.497,7.234,6.646,5.983,6.043,8.308,6.61,7.324,6.926,7.226,8.558,4.008,6.733,4.795,7.925,5.763,7.179,6.656,8.747,8.412,5.846,9.358,10.29,9.831,10.885,10.511,7.954,7.815,9.581,8.7,12.418,11.415,10.944,10.247,16.796,14.704,17.414,18.15,18.513,17.056,17.726,19.897,19.481,16.835,16.964,16.833,19.759,16.626,18.628,16.698,17.246,17.745,17.934,17.351,15.562,14.223,16.873,19.447,19.531,18.199,17.327,17.929,16.594,15.651,15.993,16.667,18.877,23.677,27.484,5.237,7.776,8.043,16.332,8.738,7.051,6.605,4.986,6.599,8.116,8.788,5.996,9.435,8.539,5.832,3.488,9.059,5.929,7.56,11.3,9.92,15.185,14.023,16.563,20.706,11.303,21.089,18.039,20.642,3.808,4.293,5.907,3.649,4.386,6.621,3.28,8.696,0.0,4.568,8.878,16.426,12.391,10.507,6.885,12.179,14.707,6.262,16.119,5.951,8.271,6.943,11.5,9.873,11.52,9.526,8.12,10.24,27.406,30.19
Shangluo,11.17,11.236,8.994,12.375,13.699,7.651,8.271,10.143,11.719,13.286,10.615,11.226,9.602,6.587,9.378,7.561,6.199,5.369,9.083,6.661,3.114,7.521,4.709,6.541,10.21,8.942,9.507,15.526,18.323,8.101,25.801,10.759,10.65,17.047,18.976,16.996,17.912,17.881,18.729,15.367,16.752,16.539,17.833,16.159,17.972,15.589,15.355,19.714,20.551,19.188,19.191,19.378,20.119,21.001,22.075,22.185,25.486,26.083,27.286,22.903,25.77,25.449,26.393,24.096,27.817,12.574,9.997,11.136,8.818,11.285,12.153,12.131,9.981,10.246,11.301,10.84,11.961,11.352,9.848,11.904,13.734,15.799,12.752,11.854,12.751,12.909,12.496,15.299,16.086,14.766,8.703,9.707,8.451,8.693,9.442,9.132,10.888,9.84,11.486,9.851,7.129,7.889,7.301,6.85,11.913,10.266,15.922,17.983,17.488,14.862,16.977,17.079,14.206,15.939,16.238,10.262,9.985,9.937,8.692,11.068,11.68,13.919,11.75,10.72,11.741,12.602,9.3,11.766,10.307,9.011,11.239,13.427,11.598,7.944,9.693,14.901,10.556,9.794,10.112,9.725,8.316,10.842,7.587,6.236,6.863,4.165,4.659,7.002,7.097,5.843,5.222,7.53,5.588,5.0,3.079,4.191,6.662,4.964,5.678,5.28,6.439,7.771,2.876,6.967,4.079,7.138,5.164,6.391,6.065,7.959,7.624,5.058,8.816,9.728,9.29,10.344,9.97,7.408,7.274,9.04,8.159,11.877,10.874,10.471,9.706,16.233,14.142,16.852,17.588,17.776,16.494,17.164,19.356,18.94,16.273,16.402,16.096,19.197,15.982,18.066,16.136,16.684,17.183,17.197,17.463,15.021,13.682,16.332,18.905,19.244,17.826,16.786,17.388,19.019,15.11,17.252,16.126,18.906,23.136,26.943,8.327,8.896,10.233,17.452,11.374,8.171,7.724,6.106,8.738,10.318,10.096,8.239,10.555,10.741,8.921,6.578,10.179,7.355,9.655,14.059,13.009,17.467,16.927,18.846,22.989,13.585,23.372,20.321,22.924,1.705,2.113,3.923,1.665,1.604,4.441,4.402,6.516,4.568,0.0,6.893,14.441,10.406,8.523,5.796,10.194,12.722,4.277,14.134,3.966,6.286,8.074,9.516,7.693,9.34,7.541,6.135,8.255,25.421,28.205
Lanzhou,14.181,14.321,12.194,15.46,16.785,12.048,11.858,13.153,13.634,16.296,13.86,14.236,13.297,9.675,11.754,10.764,10.718,9.945,11.543,9.988,7.912,10.254,8.698,7.955,10.806,9.524,6.371,18.431,20.642,8.697,27.124,7.623,11.973,20.132,22.062,20.082,20.997,20.967,21.815,18.452,19.838,19.625,20.919,19.245,21.058,18.599,18.44,22.799,23.636,22.273,22.277,22.463,23.205,22.323,25.16,23.507,28.571,29.168,30.371,25.491,28.855,28.535,29.479,27.182,30.642,18.646,16.054,17.244,14.184,17.236,18.368,18.042,15.347,15.613,16.668,16.709,17.838,17.222,15.214,18.455,20.07,22.349,18.972,18.402,19.301,19.438,19.026,21.611,22.636,21.296,15.298,16.302,14.302,14.925,16.037,14.731,17.483,16.402,18.041,15.703,13.436,13.488,13.896,12.449,18.475,16.861,22.451,24.512,24.017,21.391,23.507,23.608,20.735,22.468,22.767,16.791,16.515,16.466,15.221,17.597,18.21,20.448,18.279,17.249,18.27,19.132,14.264,16.855,15.12,14.209,15.939,18.4,16.411,13.033,14.782,19.873,15.645,14.882,15.2,13.971,13.113,15.542,12.676,11.034,11.661,8.963,9.952,11.799,11.895,10.641,10.02,12.328,11.064,10.851,7.876,10.786,12.034,11.559,11.529,11.723,12.968,14.3,9.158,13.452,10.576,13.667,11.649,12.921,12.55,14.488,14.154,11.588,15.302,16.234,15.776,16.829,16.456,13.894,13.759,15.525,14.644,18.363,17.36,16.956,16.191,22.74,20.648,23.358,24.094,24.305,23.0,23.67,24.697,25.425,22.78,22.908,22.625,25.703,22.511,24.573,22.642,23.19,23.69,23.727,21.223,20.852,20.167,22.817,23.678,23.403,22.07,22.691,23.045,20.45,21.595,19.865,21.773,22.749,28.362,32.17,11.926,9.518,10.842,18.074,11.963,8.793,8.346,7.449,9.326,10.906,10.718,8.827,11.177,11.329,9.805,10.528,10.801,8.542,10.242,15.171,14.03,18.056,17.515,19.434,23.577,14.173,23.96,20.91,23.513,6.036,5.176,5.703,5.35,6.279,7.122,6.265,7.112,8.878,6.893,0.0,7.721,3.686,1.803,2.916,3.474,6.002,3.23,7.414,4.733,1.006,5.524,2.796,4.597,6.201,3.932,4.05,4.359,18.701,21.485
Jiayuguan,19.117,19.258,17.131,20.397,21.721,17.32,16.795,18.09,18.421,21.232,18.797,19.172,18.234,14.612,16.542,15.7,16.371,16.932,16.479,14.925,15.46,15.19,15.142,12.891,15.594,14.271,11.066,23.218,25.43,13.429,31.911,12.318,16.76,25.069,26.998,25.018,25.933,25.903,26.751,23.388,24.774,24.561,25.855,24.181,25.994,23.535,23.377,27.736,28.573,27.21,27.213,27.4,28.141,27.111,30.097,28.295,33.508,34.105,35.308,30.279,33.791,33.471,34.415,32.118,35.43,26.195,23.603,24.792,21.733,24.784,25.916,25.526,22.429,23.161,24.216,24.258,25.387,24.77,22.763,26.003,27.618,29.897,26.521,25.95,26.849,26.987,26.574,29.159,30.184,28.844,22.846,23.85,21.851,22.473,23.585,22.279,25.031,23.95,25.589,23.251,20.984,21.036,21.444,19.997,26.024,24.409,29.999,32.06,31.565,28.939,31.055,31.156,28.283,30.017,30.315,24.339,24.063,24.014,22.77,25.146,25.758,27.996,25.828,24.798,25.818,26.68,19.2,22.279,20.056,21.071,20.875,23.336,21.347,20.162,20.089,24.81,22.065,20.026,21.64,18.907,18.417,20.478,19.838,18.582,19.209,16.511,17.5,17.6,18.491,17.796,17.13,18.8,18.613,18.4,15.425,18.335,19.582,19.107,19.078,19.271,20.516,21.848,16.706,21.0,18.124,21.215,19.197,20.469,20.098,22.037,21.702,19.136,22.85,23.783,23.324,24.378,24.004,21.442,21.307,23.073,22.192,25.911,24.908,24.504,23.739,30.288,28.196,30.907,31.642,31.853,30.548,31.218,32.245,32.973,30.328,30.456,30.173,33.251,30.059,32.121,30.191,30.738,31.238,31.275,28.771,28.4,27.715,30.366,31.226,30.951,29.619,30.24,30.593,27.998,29.143,27.413,29.321,30.297,35.91,39.718,19.474,17.066,18.39,25.622,19.511,16.341,15.894,14.997,16.875,18.454,18.266,16.375,18.725,18.877,17.353,18.076,18.349,16.09,17.79,22.719,21.579,25.604,25.063,26.982,31.125,21.722,31.508,28.458,31.061,13.584,12.724,13.251,12.898,13.828,12.265,13.813,12.048,16.426,14.441,7.721,0.0,4.582,8.87,10.464,5.742,3.486,10.778,0.859,12.282,8.554,13.072,8.244,9.292,10.896,8.836,10.467,8.194,11.771,14.555
