source,target,distance
SCF,BHM,5.96
SCF,LEH,1.76
SCG,DFD,3.12
SCG,GNH,1.05
SCH,GRS,0.81
SCH,JOR,1.71
SCR,QUI,6.33
SCR,ROC,8.13
SCS,DWL,5.36
SCS,DWW,3.21
SCS,EXT,11.82
SCT,ABC,13.8
SCT,GGJ,6.73
SCU,ALP,5.39
SCU,BTB,15.99
SCU,DON,33.12
SCY,ECR,1.34
SCY,PUO,1.81
SCY,PUR,3.17
SCY,SNR,1.63
SDA,HAI,2.49
SDA,MDW,8.14
SDA,NHE,1.97
SDB,CRE,7.23
SDB,HCH,6.12
SDC,HOX,1.0
SDC,ZLW,1.17
SDE,WPE,0.81
SDE,ZLW,0.96
SDF,KGT,1.12
SDF,TEN,5.51
SDG,FKW,6.17
SDG,WHA,2.04
SDL,BAH,0.91
SDL,KKD,1.35
SDL,MRF,2.38
SDM,MTH,2.82
SDM,WSH,2.01
SDN,BTE,0.88
SDN,SNW,10.01
SDN,SOU,2.41
SDN,SWG,2.28
SDP,CAU,2.11
SDP,LOO,3.12
SDR,HWY,7.55
SDR,PRR,4.84
SDW,DEA,6.52
SDW,MSR,6.82
SDW,RAM,9.06
SDY,BIW,4.66
SDY,SNO,12.1
SEA,HRE,8.77
SEA,SUN,8.11
SEC,BIL,7.66
SEC,HPL,3.19
SED,CBG,5.09
SED,WLF,5.33
SEE,LWS,4.57
SEE,NVN,4.4
SEF,BIP,1.47
SEG,CBE,9.41
SEG,FAV,5.16
SEH,EYN,3.56
SEH,OTF,2.19
SEL,BYS,3.32
SEL,SBS,9.94
SEL,SSC,2.86
SEM,FIL,8.72
SEM,MLT,27.54
SEM,SCA,4.4
SEN,BKT,3.8
SEN,LIC,4.78
SER,CBB,3.28
SER,CBN,11.36
SER,HYL,2.49
SER,LEL,1.61
SER,PNZ,8.3
SER,RED,17.04
SES,AWK,7.24
SES,FZW,7.21
SET,HIR,9.28
SET,HLD,7.13
SET,LPR,5.81
SET,SKI,20.55
SEV,BBL,1.68
SEV,CLD,10.17
SEV,DNG,2.31
SEV,HLB,7.64
SEV,LBG,31.42
SEV,ORP,12.53
SEV,TON,11.35
SFA,AFK,75.97
SFA,EBD,25.5
SFA,STP,8.25
SFI,EKB,5.0
SFI,NEW,2.18
SFL,BNW,1.6
SFL,WLO,1.66
SFN,COS,5.01
SFN,CSL,12.26
SFN,TFC,4.95
SFO,ETL,3.36
SFO,PSE,7.7
SFR,CHL,2.93
SFR,DKT,15.99
SFR,DPD,17.09
SFR,GLD,2.69
SGB,BHM,6.15
SGB,BSW,5.83
SGB,LGG,1.88
SGB,ROW,4.36
SGB,SAD,2.25
SGB,SMR,0.9
SGB,THW,1.19
SGB,WVH,13.42
SGL,EGY,1.38
SGL,HYM,5.16
SGM,LSK,12.7
SGM,MEN,7.98
SGM,STS,7.19
SGN,CBP,1.2
SGN,GFD,1.15
SGR,ABW,5.49
SGR,BNH,2.08
SGR,CRY,2.31
SGR,DFD,3.02
SGR,ERH,1.9
SGR,NFL,9.59
SHB,CWD,6.71
SHB,LAG,3.18
SHB,MSW,4.76
SHC,FEA,2.68
SHC,WKK,5.83
SHD,BIA,4.28
SHD,NAY,3.41
SHE,TMC,9.23
SHE,YVJ,7.34
SHF,CHD,15.82
SHF,DAN,3.43
SHF,DBY,51.39
SHF,DON,26.62
SHF,DOR,6.67
SHF,DRO,8.56
SHF,KIV,13.59
SHF,LDS,46.69
SHF,MHS,5.37
SHF,SPT,46.59
SHF,WKF,33.88
SHH,AVN,2.22
SHH,SML,2.03
SHI,HOT,2.83
SHI,WGV,1.51
SHJ,ERL,4.56
SHJ,LEG,1.74
SHL,MAX,0.97
SHL,PWE,0.59
SHM,CMR,5.59
SHM,WRN,2.36
SHN,LKE,1.69
SHO,NTL,2.9
SHO,WLS,0.92
SHP,TED,8.49
SHP,TWI,10.1
SHP,UPH,2.12
SHR,CRE,47.11
SHR,CTT,19.7
SHR,GOB,27.98
SHR,HFD,72.38
SHR,LUD,37.94
SHR,NAN,42.06
SHR,WEM,16.25
SHR,WLN,15.66
SHR,WLP,27.03
SHR,WRX,41.35
SHR,WTC,29.02
SHR,YRT,10.88
SHS,BLH,14.18
SHS,FLD,4.95
SHS,HTW,2.68
SHS,WCL,14.97
SHT,CTR,10.69
SHT,FLN,7.52
SHT,HWB,0.72
SHT,HWD,3.05
SHT,NES,9.04
SHU,GCR,13.59
SHU,STD,4.14
SHW,ESL,6.05
SHW,WIN,5.08
SHY,APY,4.71
SHY,BDQ,4.2
SHY,BIY,4.53
SHY,BLD,2.28
SHY,FZH,1.5
SHY,LDS,15.42
SHY,SAE,1.39
SIA,LST,54.67
SIA,PRL,2.05
SIA,RFD,1.46
SIC,BOC,8.11
SIC,MLM,4.52
SID,AYP,1.61
SID,BXY,3.19
SID,NEH,2.31
SIE,CHF,3.26
SIE,PFR,12.6
SIE,SBY,11.22
SIH,MDS,0.71
SIH,SUC,1.61
SIL,BWS,3.44
SIL,SYS,4.45
SIN,DMR,1.4
SIN,DMY,1.29
SIP,KGM,4.77
SIT,FAV,11.38
SIT,KML,2.28
SIT,NGT,4.76
SIT,RAI,8.99
SIT,TEY,5.14
SIV,CBB,1.57
SJP,EXC,0.83
SJP,POL,1.53
SJS,CPT,2.7
SJS,WHC,0.93
SKE,LAS,2.63
SKE,NTH,2.71
SKG,HVN,5.15
SKG,WFL,7.85
SKI,CEY,4.71
SKI,GGV,5.63
SKI,HLD,14.43
SKI,KEI,12.99
SKM,AYS,3.6
SKM,WND,3.84
SKN,CAU,1.96
SKN,COE,2.88
SKN,LSK,2.68
SKS,PRU,3.94
SKS,RDM,3.46
SKW,REC,0.78
SKW,SMH,1.06
SLA,HYM,2.64
SLA,KGE,1.61
SLB,MSK,2.92
SLB,RCC,7.22
SLD,BON,13.9
SLD,CLI,4.71
SLD,DGT,2.15
SLD,FNW,10.23
SLD,KSL,9.24
SLD,MCV,2.2
SLD,MSO,7.95
SLD,SNN,5.15
SLH,GMT,4.9
SLH,RUS,2.46
SLK,DOD,2.38
SLK,PNS,4.04
SLL,HAB,5.93
SLL,HLI,1.63
SLO,BNM,4.01
SLO,HAY,11.87
SLO,LNY,3.47
SLO,MAI,9.11
SLO,PAD,28.71
SLO,RDG,27.0
SLO,WDT,8.26
SLO,WNC,3.44
SLQ,BAT,7.85
SLQ,BEX,6.09
SLQ,HGS,1.14
SLQ,WLD,1.48
SLR,ANC,8.43
SLR,GRA,18.44
SLR,HEC,8.05
SLR,RAU,3.3
SLR,RKT,5.49
SLR,SPA,28.6
SLS,BAI,7.5
SLS,CAY,1.17
SLS,CBS,8.36
SLS,GAR,1.92
SLS,HST,5.04
SLT,ASB,1.35
SLT,STV,2.1
SLV,EDR,1.34
SLV,WHL,1.14
SLW,KKM,4.13
SLW,PRE,7.84
SLY,BRV,1.79
SLY,UNI,1.03
SMA,BMO,2.82
SMA,TYS,1.74
SMB,LTL,1.66
SMB,RCD,3.66
SMD,OKM,17.34
SMD,PBO,17.54
SMG,RMD,1.61
SMG,TWI,0.81
SMH,SKW,1.06
SMH,SVS,0.9
SMK,BSE,20.79
SMK,DIS,22.12
SMK,ESW,8.02
SMK,IPS,18.35
SMK,NMT,5.59
SML,CFN,3.14
SML,SHH,2.03
SMN,BUU,3.34
SMO,MDS,0.85
SMO,WBO,0.92
SMR,BHM,5.3
SMR,SGB,0.9
SMT,RYH,2.07
SMT,WAR,3.05
SMY,BKL,4.42
SMY,BMS,6.2
SMY,DMK,15.89
SMY,LGF,13.4
SMY,MEP,17.36
SMY,RTR,27.99
SMY,SAY,4.3
SMY,VIC,20.73
SNA,FZW,7.89
SNA,WKF,2.6
SND,BAW,2.48
SND,CRN,2.49
SNE,SOT,11.21
SNE,STA,11.83
SNF,BIC,6.13
SNF,BRE,2.81
SNF,CHM,15.14
SNF,INT,5.5
SNF,LST,31.12
SNF,RMF,11.89
SNF,SRA,25.11
SNG,ACT,3.37
SNG,LNG,2.77
SNG,VIR,5.04
SNH,GSW,5.51
SNH,HUY,8.89
SNH,LIV,17.17
SNH,THH,2.66
SNH,WGN,11.93
SNI,HEL,5.7
SNI,RWC,4.48
SNK,WAW,0.8
SNK,WID,5.73
SNL,EWW,1.59
SNL,WCP,2.0
SNN,MSD,1.03
SNN,SLD,5.15
SNN,WKD,3.93
SNO,BIW,16.37
SNO,HUN,11.44
SNO,SDY,12.1
SNR,ECR,2.97
SNR,RDD,1.78
SNS,AFS,2.47
SNS,DAT,7.72
SNS,EGH,3.02
SNS,FEL,6.69
SNS,WRY,3.89
SNW,BUO,2.93
SNW,FRM,5.76
SNW,NTL,5.33
SNW,SOU,10.95
SNY,DAT,2.04
SNY,WRY,1.8
SOA,ESL,2.24
SOA,SOU,5.98
SOA,SWG,1.42
SOA,WIN,13.3
SOB,BOH,4.31
SOB,CCH,9.06
SOB,EMS,2.18
SOB,NUT,1.78
SOC,SOE,1.41
SOC,WCF,1.4
SOE,SOC,1.41
SOE,TPB,2.08
SOF,BLB,3.95
SOF,NFA,5.18
SOG,ETC,5.59
SOG,WAD,6.93
SOH,EUS,3.37
SOH,KBN,1.04
SOI,GAL,9.01
SOI,GBG,20.03
SOJ,BSE,27.71
SOJ,ELY,7.58
SOJ,KNE,12.75
SOK,KNT,1.39
SOK,NWB,0.9
SOL,BMO,10.08
SOL,DDG,5.29
SOL,OLT,2.89
SOL,WMR,2.26
SOM,MIK,4.91
SOM,SBY,12.29
SON,CEY,4.79
SON,KEI,4.57
SON,SKI,8.42
SOO,CUX,3.67
SOO,GRV,10.52
SOO,HGM,4.08
SOO,RTR,1.41
SOO,SDA,8.21
SOP,BDL,1.66
SOP,MEC,1.78
SOR,MEP,1.51
SOR,RTR,9.18
SOT,CRE,19.14
SOT,KDG,9.73
SOT,LGN,3.58
SOT,LPT,4.43
SOT,LTV,43.93
SOT,MAC,28.24
SOT,NUN,72.1
SOT,RUG,93.96
SOT,SNE,11.21
SOT,SPT,44.24
SOT,STA,23.04
SOU,BCU,15.09
SOU,BMH,37.44
SOU,FRM,16.69
SOU,GLD,68.81
SOU,MBK,1.49
SOU,NWM,24.06
SOU,POK,34.94
SOU,RDB,4.2
SOU,ROM,10.98
SOU,SDN,2.41
SOU,SNW,10.95
SOU,SOA,5.98
SOU,TTN,4.95
SOV,PRL,1.02
SOW,BGH,8.46
SOW,HBD,7.49
SOW,HFX,3.72
SOW,MYT,5.44
SPA,PBO,24.6
SPA,SLR,28.6
SPB,KPA,1.07
SPB,WIJ,3.46
SPB,WMB,7.56
SPF,CUP,3.64
SPF,LDY,4.91
SPH,AYH,4.55
SPH,KSN,5.24
SPH,SWO,3.2
SPI,BMR,1.15
SPI,BOM,2.05
SPI,PSL,1.07
SPK,KKB,1.64
SPK,MFT,4.52
SPN,ATL,4.9
SPN,WMD,3.93
SPO,DBY,3.52
SPO,LGE,8.77
SPR,BLG,2.74
SPR,BNL,0.52
SPR,GLQ,2.57
SPR,RRN,3.51
SPS,GRH,3.85
SPS,RRN,2.01
SPT,CHU,3.7
SPT,CLY,16.22
SPT,DOR,43.85
SPT,DVN,1.78
SPT,HTC,2.47
SPT,LVM,4.75
SPT,MAC,16.5
SPT,MAN,9.04
SPT,NVR,12.03
SPT,SHF,46.59
SPT,SOT,44.24
SPT,STA,66.98
SPT,WML,9.71
SPU,HCN,5.41
SPU,MRN,4.02
SPY,DBD,3.26
SPY,SSM,1.41
SQE,NWX,2.11
SQE,NXG,2.02
SQE,QRP,2.18
SQE,ZCW,0.63
SQH,DMF,38.84
SQH,KRK,5.09
SQU,BPB,1.31
SQU,SAS,2.92
SRA,BIC,30.77
SRA,BKG,5.84
SRA,CHM,39.16
SRA,COL,73.61
SRA,HKW,1.55
SRA,INT,30.23
SRA,LEB,3.66
SRA,LST,6.01
SRA,MYL,0.84
SRA,RMF,13.45
SRA,SNF,25.11
SRA,ZLW,4.58
SRC,BAL,2.95
SRC,NRB,1.27
SRC,STE,0.85
SRD,FIT,4.17
SRD,LWH,1.04
SRD,MTP,1.47
SRG,BCF,2.52
SRG,GER,4.27
SRG,MYB,32.18
SRH,BAL,1.77
SRH,WNW,1.84
SRI,BMO,5.45
SRI,HLG,0.92
SRI,TYS,1.2
SRL,WTE,1.36
SRL,YRD,2.1
SRN,MPL,3.29
SRN,NMC,2.12
SRO,KVP,4.92
SRO,WRK,3.37
SRR,TDU,1.04
SRR,WMI,2.11
SRS,CLJ,9.88
SRS,ECR,1.88
SRS,NWD,1.06
SRS,TTH,1.23
SRS,WCY,1.79
SRT,BKJ,2.18
SRT,BMS,1.25
SRT,RVB,1.14
SRU,NLT,2.76
SRU,WRU,3.02
SRY,TPB,2.44
SSC,DRI,3.4
SSC,RAV,6.63
SSC,SEL,2.86
SSD,AUD,13.4
SSD,BIS,7.02
SSD,CBG,35.06
SSD,LST,47.51
SSD,SST,4.42
SSE,LAC,3.7
SSE,PLD,4.67
SSE,SWK,2.44
SSE,WRH,7.55
SSM,BHS,3.11
SSM,SPY,1.41
SSS,QBR,2.89
SST,AUD,11.48
SST,BIS,4.53
SST,ESM,2.89
SST,HWN,15.18
SST,SSD,4.42
STA,CRE,38.01
STA,EUS,196.24
STA,NUN,54.07
STA,PKG,8.94
STA,RGL,13.49
STA,SNE,11.83
STA,SOT,23.04
STA,WFJ,172.92
STA,WVH,24.03
STC,ACH,8.74
STC,ATT,3.53
STD,KEM,15.52
STD,SHU,4.14
STE,MTC,2.48
STE,SRC,0.85
STE,TOO,2.15
STE,TUH,2.4
STF,ATT,7.3
STF,DCG,5.52
STG,ALO,9.03
STG,BEA,4.31
STG,DBL,7.58
STG,FKG,16.04
STG,GLE,21.39
STG,GLQ,34.7
STG,HYM,48.59
STG,LBT,12.62
STG,PTH,43.11
STH,FXN,1.81
STH,MEL,3.02
STJ,CDT,1.2
STJ,FIT,17.34
STJ,NWP,15.27
STJ,PWY,16.25
STK,BIL,4.78
STK,EAG,4.95
STK,TBY,1.68
STL,EAL,5.41
STL,HAN,2.84
STL,HAY,2.93
STM,AIG,2.1
STM,BRW,1.68
STN,ABD,21.07
STN,LAU,21.74
STN,MTS,32.0
STN,PLN,12.1
STO,BHO,2.21
STO,HRY,1.84
STP,BFR,2.6
STP,FPK,4.04
STP,KET,104.59
STP,KTN,2.36
STP,LEI,140.22
STP,LTN,42.39
STP,MHR,118.48
STP,SAC,28.15
STP,SFA,8.25
STP,WHP,5.04
STP,ZFD,1.81
STR,BRL,25.97
STS,DPT,4.2
STS,PLY,5.71
STS,SBF,1.73
STS,SGM,7.19
STT,DNL,3.43
STT,KLM,5.06
STU,CBW,3.76
STU,MSR,13.91
STV,KWN,3.52
STV,SLT,2.1
STW,FLW,0.94
STW,TED,1.76
STW,TWI,1.39
STY,BER,4.25
STY,DDG,18.33
STY,LPW,14.86
STY,SAV,1.88
STY,WMC,2.27
SUC,SIH,1.61
SUC,WSU,1.18
SUG,CYN,5.41
SUG,LLV,12.51
SUG,LNW,4.5
SUM,GSC,0.64
SUM,MYH,0.67
SUN,HEW,12.21
SUN,HPL,26.8
SUN,NCL,16.55
SUN,SEA,8.11
SUO,BLM,1.81
SUO,CHE,1.66
SUO,CSB,1.51
SUO,CSH,1.99
SUO,WSU,1.19
SUP,BMN,0.54
SUP,GRP,1.9
SUR,BRS,1.77
SUR,CLJ,12.23
SUR,ESH,3.7
SUR,HYW,3.2
SUR,RAY,5.47
SUR,THD,2.46
SUR,WAL,7.98
SUR,WAT,18.06
SUR,WBY,15.2
SUR,WIM,7.5
SUR,WOK,19.41
SUT,FOK,1.66
SUT,WYL,2.11
SUU,HMP,3.18
SUU,KMP,0.63
SUU,UPH,1.08
SUY,BUE,7.62
SVB,SAR,5.66
SVG,BIW,20.69
SVG,FPK,38.12
SVG,GRA,115.6
SVG,HFN,13.91
SVG,HIT,6.92
SVG,KBW,4.11
SVG,KGX,41.65
SVG,PBO,74.95
SVG,WAS,7.84
SVK,GMY,1.09
SVK,IFD,1.99
SVK,SRA,7.36
SVL,BUD,4.11
SVL,WDM,5.46
SVR,ARN,3.9
SVR,CNF,4.95
SVS,BCV,1.22
SVS,EDR,4.81
SVS,LST,7.19
SVS,SMH,0.9
SWA,GWN,7.02
SWA,LAS,5.64
SWA,LLE,16.11
SWA,NTH,10.15
SWD,CLM,4.26
SWD,HKM,7.53
SWE,HBB,5.2
SWE,HEC,7.2
SWG,SDN,2.28
SWG,SOA,1.42
SWI,BPW,52.69
SWI,CNM,42.79
SWI,CPM,25.55
SWI,DID,37.84
SWI,KEM,20.52
SWI,NWP,83.9
SWI,RDG,57.56
SWI,WSB,43.88
SWK,FSG,1.26
SWK,PLD,2.26
SWK,SSE,2.44
SWL,KML,3.09
SWL,QBR,2.94
SWM,GNH,2.14
SWM,NFL,1.09
SWN,BTD,3.67
SWN,MEX,1.26
SWN,MRP,12.04
SWN,RMC,7.01
SWO,AYH,1.36
SWO,SPH,3.2
SWR,BSJ,7.64
SWR,KMH,2.82
SWR,LID,4.03
SWR,MLB,1.88
SWS,LEI,5.5
SWS,NBR,4.84
SWT,HUD,6.92
SWT,MSN,3.97
SWY,BCU,4.4
SWY,NWM,4.66
SXY,GBL,14.94
SXY,LCN,9.44
SYA,MIA,2.85
SYA,WML,2.57
SYB,AHN,2.22
SYB,HUD,25.83
SYB,MAN,11.09
SYB,MCV,11.96
SYB,MSL,3.61
SYD,CYP,1.63
SYD,FOH,1.3
SYD,PNW,1.17
SYH,PNE,2.35
SYH,WDU,1.15
SYL,BFD,1.3
SYL,ISL,1.13
SYS,LEI,7.61
SYS,SIL,4.45
SYT,HAD,2.9
SYT,OUN,5.61
TAB,BHM,9.84
TAB,BSC,1.48
TAB,HSD,4.02
TAB,WSL,3.55
TAB,WVH,10.44
TAC,HYD,4.22
TAC,OXF,14.34
TAD,KND,1.74
TAD,TAT,2.01
TAF,RDR,2.89
TAF,TRE,3.59
TAF,TRF,7.09
TAI,ARD,19.82
TAI,FRN,5.31
TAI,IGD,15.79
TAL,LLC,1.97
TAL,TYG,1.37
TAM,ATH,11.15
TAM,BHM,22.72
TAM,BUT,19.01
TAM,DBY,34.51
TAM,LTV,9.42
TAM,MKC,91.36
TAM,WNE,2.97
TAP,BNM,2.42
TAP,MAI,2.91
TAT,TAD,2.01
TAU,BRI,59.63
TAU,BWT,14.0
TAU,CLC,41.37
TAU,EXD,45.09
TAU,RDG,156.03
TAU,TVP,21.57
TAU,WSB,68.57
TAU,WSM,36.81
TAY,CON,9.28
TAY,FOC,8.84
TAY,LHA,12.57
TBD,BAB,7.04
TBD,CRW,1.86
TBD,GTW,4.4
TBD,HHE,13.02
TBW,FRT,3.66
TBW,HIB,2.36
TBW,WAD,7.23
TBY,BIL,5.41
TBY,EAG,4.59
TBY,MBR,4.78
TBY,STK,1.68
TBY,YRK,68.25
TBY,YRM,8.05
TCR,BDS,19.42
TCR,ZFD,1.83
TDU,GMG,6.32
TDU,SRR,1.04
TED,FLW,1.57
TED,HMW,1.79
TED,SHP,8.49
TED,STW,1.76
TEN,PNA,1.89
TEN,SDF,5.51
TEO,CHN,1.38
TEO,TUR,2.36
TEY,FAV,6.29
TEY,SIT,5.14
TFC,OKN,1.5
TFC,SFN,4.95
TFC,WLN,5.61
TFC,WVH,24.05
TGM,DWL,4.22
TGM,NTA,7.67
TGS,BCG,0.48
TGS,HLL,1.2
THA,MDG,4.55
THA,NBY,5.55
THA,NRC,4.51
THA,THE,12.47
THB,GFN,1.37
THB,PWW,1.57
THC,GOE,1.33
THC,MRP,5.5
THD,HMC,1.53
THD,SUR,2.46
THE,AMT,5.64
THE,RDG,7.68
THE,RDW,6.36
THE,THA,12.47
THH,ECL,1.51
THH,SNH,2.66
THI,NTR,12.49
THI,YRK,35.15
THL,BKW,3.12
THL,CNL,3.38
THL,COV,5.7
THO,YET,1.82
THO,YVP,4.32
THS,GGJ,9.56
THT,BUS,1.47
THT,HMY,2.09
THU,BSB,1.91
THU,LOW,3.44
THW,JEQ,3.87
THW,SGB,1.19
TIL,ETL,4.78
TIL,GRY,2.71
TIL,UPM,12.9
TIP,CSY,2.12
TIP,DDP,1.27
TIR,BHD,1.69
TIR,PLT,3.64
TIS,GIL,13.86
TIS,SAL,19.09
TLB,DYF,1.88
TLB,LLA,3.7
TLC,DLG,4.68
TLC,GCW,4.55
TLH,PAN,4.48
TLH,RDG,4.26
TLK,EWD,1.31
TLK,HNL,8.68
TLK,WDE,1.68
TLK,WYT,2.69
TLS,CLT,6.0
TLS,GRB,6.64
TLS,KBX,3.74
TLS,WEE,3.23
TLS,WIV,14.15
TMC,GIL,10.78
TMC,SHE,9.23
TNA,GOX,2.68
TNA,ULC,4.13
TNF,LLW,6.4
TNF,TYW,3.72
TNN,GOO,11.81
TNN,HFS,4.56
TNP,DMG,0.81
TNP,LLY,1.62
TNS,CWE,9.2
TNS,HFS,4.87
TOD,BYM,12.61
TOD,HBD,6.52
TOD,LTL,7.88
TOD,RCD,12.05
TOD,WDN,1.99
TOK,DLH,2.0
TOK,ORE,4.07
TOK,RYE,10.02
TOK,WSE,7.23
TOL,CSN,2.01
TOL,MAL,1.55
TOM,AUD,49.8
TOM,BMD,7.71
TOM,BXB,17.96
TOM,CHN,12.98
TOM,ENL,9.44
TOM,HAC,4.4
TOM,HWN,23.96
TOM,LEB,2.85
TOM,LST,7.97
TOM,NUM,1.55
TOM,PON,6.3
TOM,WLC,11.01
TON,HIB,4.7
TON,HLB,3.95
TON,LIH,4.21
TON,PDW,8.32
TON,SEV,11.35
TOO,HYR,2.03
TOO,STE,2.15
TOP,EXN,2.41
TOP,LYM,4.74
TOP,NCO,1.91
TOT,IVY,16.0
TOT,NTA,12.2
TOT,PLY,32.87
TPB,SOE,2.08
TPB,SRY,2.44
TPC,BSN,22.28
TPC,WFL,3.06
TPN,TRY,1.73
TPN,YSR,1.42
TQY,NTA,8.56
TQY,PGN,3.29
TQY,TRR,1.35
TRA,DGT,4.54
TRA,HUP,1.09
TRA,MCO,5.05
TRA,URM,2.89
TRB,YNW,1.3
TRD,MEV,2.95
TRD,PTB,1.76
TRE,TAF,3.59
TRE,TRF,3.53
TRF,PPD,1.43
TRF,TAF,7.09
TRF,TRE,3.53
TRH,POR,1.83
TRH,PPD,2.99
TRI,BKM,5.9
TRI,CED,6.92
TRI,LBZ,13.39
TRM,DBR,12.48
TRM,FLX,2.36
TRN,AYR,9.58
TRN,BSS,2.05
TRN,IRV,7.67
TRN,KMK,12.51
TRN,PRA,4.56
TRN,PTW,5.22
TRO,BOA,3.84
TRO,MKM,8.25
TRO,WSB,5.97
TRR,NTA,7.3
TRR,TQY,1.35
TRS,BSE,6.56
TRS,ESW,7.15
TRU,PRW,6.24
TRU,PYN,10.91
TRU,RED,11.95
TRU,SAU,21.3
TRY,TPN,1.73
TRY,YNW,1.37
TTF,ATL,21.58
TTF,BND,9.04
TTF,ELY,32.6
TTF,NRW,44.51
TTF,PBO,69.57
TTH,NRB,1.99
TTH,SRS,1.23
TTN,ANF,4.42
TTN,BCU,12.95
TTN,SOU,4.95
TUH,HNH,1.51
TUH,NDL,2.03
TUH,STE,2.4
TUL,CRR,13.81
TUL,RYB,8.27
TUR,SBU,2.72
TUR,TEO,2.36
TUT,DBY,15.79
TUT,PEA,14.55
TUT,UTT,12.31
TVP,EXD,24.61
TVP,TAU,21.57
TWB,GAL,3.26
TWI,FEL,5.6
TWI,HOU,2.64
TWI,RMD,2.41
TWI,SMG,0.81
TWI,STW,1.39
TWI,WTN,1.98
TWN,AUG,1.44
TWN,MNS,3.2
TWY,MAI,10.86
TWY,RDG,7.75
TWY,WGV,2.68
TYC,BOR,4.29
TYC,RHO,2.53
TYG,HRL,4.15
TYG,TAL,1.37
TYL,CNR,7.61
TYL,DAL,16.92
TYS,ACG,1.46
TYS,BMO,4.56
TYS,SMA,1.74
TYS,SRI,1.2
TYW,AVY,5.25
TYW,TNF,3.72
UCK,BXD,3.41
UDD,BLH,3.92
UDD,CBL,5.41
UDD,GLC,11.41
UDD,MTH,6.77
UDD,RUT,7.87
UHA,EDP,12.16
UHA,LSN,3.28
UHL,CRH,1.19
UHL,GPO,1.76
ULC,HAB,2.71
ULC,TNA,4.13
ULL,CHF,3.16
ULL,MIK,10.2
ULL,YRK,14.05
ULV,CAK,8.29
ULV,DLT,6.72
UMB,BNP,10.26
UMB,CPN,3.59
UMB,EGG,14.3
UMB,KGN,8.66
UMB,PMA,4.97
UNI,BHM,3.97
UNI,BMV,16.18
UNI,FWY,2.73
UNI,SLY,1.03
UNI,WOP,36.24
UPH,SHP,2.12
UPH,SUU,1.08
UPL,ORR,2.13
UPL,RNF,3.42
UPM,BKG,12.03
UPM,BSO,14.2
UPM,EMP,2.41
UPM,GRY,10.43
UPM,LAI,11.91
UPM,OCK,4.94
UPM,PFL,8.78
UPM,RNM,6.3
UPM,TIL,12.9
UPM,WEH,17.36
UPM,WHR,6.21
UPT,BID,2.59
UPT,HSW,6.32
UPW,DCH,7.09
UPW,DCW,7.17
UPW,WEY,3.67
URM,CSR,0.98
URM,DGT,7.38
URM,FLI,2.05
URM,HUP,1.79
URM,IRL,5.49
URM,MCO,7.9
UTT,BYB,16.13
UTT,TUT,12.31
UTY,BRO,9.74
UTY,CNR,7.19
UWL,RDD,3.07
UWL,WOH,2.73
VAL,BNG,29.2
VAL,HHD,5.37
VAL,LPG,24.51
VAL,RHO,6.4
VIC,BAK,2.01
VIC,BMS,15.49
VIC,BRX,4.13
VIC,CLJ,3.89
VIC,DMK,4.87
VIC,GTW,37.7
VIC,SAY,24.53
VIC,SMY,20.73
VIR,CHY,4.0
VIR,EGH,3.27
VIR,LNG,2.92
VIR,SNG,5.04
VXH,CLJ,4.09
VXH,QRB,2.1
VXH,WAT,2.02
WAC,BWD,4.82
WAC,LPY,20.07
WAC,MCO,24.92
WAC,PDG,2.82
WAC,SNK,3.85
WAC,WAW,3.07
WAC,WID,9.48
WAD,BAT,21.92
WAD,ETC,11.43
WAD,FRT,3.64
WAD,SOG,6.93
WAD,TBW,7.23
WAE,CHX,1.13
WAE,LBG,1.65
WAF,MUB,3.7
WAF,PST,2.88
WAL,HER,1.78
WAL,SUR,7.98
WAL,WYB,3.24
WAM,DEA,2.46
WAM,MTM,4.36
WAN,ASH,3.2
WAN,GLD,6.13
WAO,KKD,2.03
WAO,OPK,0.65
WAR,HFE,3.2
WAR,SMT,3.05
WAS,HFN,6.68
WAS,SVG,7.84
WAT,BSK,72.45
WAT,CLJ,5.86
WAT,GLD,43.91
WAT,SUR,18.06
WAT,VXH,2.02
WAT,WOK,36.99
WAV,BGE,1.99
WAV,EDG,1.57
WAV,LIV,3.6
WAW,HGN,9.36
WAW,LPY,17.11
WAW,WAC,3.07
WAW,WID,6.52
WBC,CMB,5.15
WBC,ELY,15.08
WBD,HEL,2.88
WBD,KNO,6.69
WBL,EMS,2.01
WBL,HAV,1.02
WBO,SMO,0.92
WBO,WIM,1.44
WBP,IMW,1.75
WBP,KPA,1.46
WBQ,CRE,34.8
WBQ,CTR,27.94
WBQ,ERL,7.65
WBQ,EUS,265.79
WBQ,MCO,25.83
WBQ,MKC,194.35
WBQ,NUN,122.3
WBQ,RUE,7.72
WBQ,RUG,144.12
WBQ,WGN,17.68
WBR,CEF,4.81
WBR,FNV,2.08
WBY,BFN,2.05
WBY,SUR,15.2
WBY,WOK,4.26
WCB,CTN,0.95
WCB,MZH,1.02
WCF,CHW,1.45
WCF,SOC,1.4
WCH,ADV,11.11
WCH,OVR,5.75
WCK,GGJ,22.09
WCL,ADW,2.72
WCL,LVG,4.54
WCL,SHS,14.97
WCM,MES,6.63
WCM,SAX,9.45
WCP,MOT,1.6
WCP,SNL,2.0
WCR,PTT,1.55
WCR,WLM,1.32
WCX,DNM,14.87
